machine_id,internal_temperature_c,probe_health_score_percent,error_count_30d,cooling_fan_rpm,power_consumption_w,voltage_fluctuation_v,daily_usage_hours,image_artifact_score_0_10,last_service_days_ago,target_days_to_failure
USM_008,41.3,92.1,5,2654,359.81,224.41,9.4,3.34,52,111
USM_017,41.3,92.6,6,2459,300.3,220.82,8.14,4.92,19,109
USM_003,37.0,100.0,4,2451,312.2,230.5,6.38,2.91,67,116
USM_020,43.6,92.9,6,2939,375.83,237.21,7.88,4.05,21,104
USM_015,40.5,95.5,4,2795,309.37,230.29,3.93,3.27,61,108
USM_015,38.7,96.1,5,2876,371.53,217.0,6.8,4.48,113,97
USM_014,40.0,97.1,5,2750,295.22,226.55,9.62,4.43,64,103
USM_014,36.5,100.0,2,2352,420.59,229.26,5.56,1.86,3,112
USM_002,39.5,100.0,5,2771,319.03,230.53,4.3,4.66,95,115
USM_013,40.2,95.1,6,2366,341.05,227.17,4.7,6.04,14,112
USM_014,39.2,100.0,3,2548,363.22,231.67,3.82,2.98,60,114
USM_019,41.3,100.0,5,2352,327.39,232.61,4.43,3.21,62,111
USM_007,41.0,97.7,6,2476,355.74,228.4,5.26,4.72,97,103
USM_003,41.7,100.0,5,2694,373.01,231.62,3.19,3.4,42,107
USM_015,45.3,95.1,4,2565,388.42,231.12,6.03,3.65,28,105
USM_014,44.3,100.0,6,2428,381.66,227.17,7.8,5.23,43,116
USM_011,44.9,98.0,3,3039,343.13,234.37,4.18,2.11,47,120
USM_015,38.9,97.6,4,2602,344.13,231.46,9.04,2.7,103,103
USM_013,39.7,100.0,4,2488,443.96,232.26,7.02,3.75,13,112
USM_018,44.6,100.0,4,2371,388.0,236.84,8.06,1.71,112,110
USM_006,43.9,100.0,4,2126,313.13,230.84,4.68,2.96,27,93
USM_003,39.2,99.3,3,2575,354.0,235.18,7.71,3.0,81,120
USM_019,43.4,100.0,7,2270,336.59,220.63,3.82,4.3,24,118
USM_015,38.2,100.0,5,2845,344.59,226.77,7.78,4.03,74,114
USM_005,43.5,95.5,4,2693,300.82,229.7,6.34,1.95,96,106
USM_010,41.7,100.0,6,3134,333.52,238.69,7.11,2.64,48,114
USM_007,35.4,100.0,4,2670,422.46,235.67,3.65,2.64,57,114
USM_017,39.3,96.6,4,2425,373.16,225.5,4.21,3.34,73,119
USM_007,50.5,100.0,6,2191,250.35,230.3,7.19,2.24,69,100
USM_012,41.8,90.0,6,2910,398.67,231.64,4.1,4.45,77,99
USM_017,50.9,94.0,6,2369,393.59,235.31,6.93,3.04,113,94
USM_013,35.0,100.0,7,2477,335.63,224.93,3.27,3.92,14,104
USM_020,44.9,100.0,6,3201,378.69,232.65,7.7,3.33,14,110
USM_004,30.7,99.1,2,2740,315.62,228.22,3.53,2.42,211,120
USM_010,41.8,100.0,5,2784,331.19,228.32,7.1,4.72,114,104
USM_003,44.3,94.4,6,2976,409.94,228.31,7.25,5.12,53,107
USM_009,44.5,97.3,4,2967,339.13,228.89,4.61,3.81,1,125
USM_013,38.6,98.6,6,3110,275.21,237.29,7.16,3.19,115,101
USM_018,45.8,100.0,3,2527,347.47,224.38,6.52,2.28,83,117
USM_015,39.1,91.2,6,2527,346.86,226.31,4.92,4.99,187,100
USM_004,40.3,95.5,8,2376,397.93,231.53,3.98,4.46,1,90
USM_015,38.8,96.2,3,2628,350.57,229.38,2.07,2.77,1,102
USM_002,37.1,93.2,3,2581,333.14,227.55,6.7,3.1,43,112
USM_015,47.0,100.0,5,2193,391.8,230.65,2.87,3.79,116,100
USM_008,41.7,92.8,5,2471,354.83,219.86,6.19,2.64,284,108
USM_008,45.7,100.0,5,3138,320.0,225.27,5.47,2.71,23,109
USM_017,46.0,97.5,5,2783,396.2,240.78,7.36,2.46,2,116
USM_012,37.5,100.0,3,2839,357.75,233.72,5.4,2.32,13,109
USM_019,46.2,100.0,5,2675,350.12,228.97,5.34,2.61,125,103
USM_010,43.9,94.4,6,2122,357.12,231.9,7.46,4.61,37,109
USM_009,37.5,100.0,2,2586,307.17,237.04,6.67,1.58,115,114
USM_005,43.5,100.0,6,2997,328.89,231.45,6.63,3.77,35,112
USM_006,37.6,100.0,5,2270,350.14,230.2,6.94,3.59,3,116
USM_020,47.2,100.0,6,2945,342.21,233.29,2.93,4.3,57,112
USM_002,45.1,100.0,4,2190,400.9,215.99,7.51,3.59,34,105
USM_013,41.5,98.0,5,2671,358.7,224.31,7.22,3.09,40,106
USM_006,46.1,100.0,4,2873,384.2,227.91,3.97,2.52,178,99
USM_005,35.1,100.0,7,2506,350.38,231.33,5.51,4.32,36,111
USM_001,38.5,100.0,4,3376,392.25,225.51,5.92,3.83,95,111
USM_006,40.4,99.0,4,2506,365.9,233.53,5.73,2.91,3,97
USM_006,50.6,100.0,6,2582,350.54,223.87,6.67,4.24,39,105
USM_016,37.9,100.0,3,2690,349.47,230.43,8.86,2.89,53,118
USM_004,35.2,100.0,4,2375,311.82,235.32,8.16,3.33,7,107
USM_011,35.1,100.0,3,2168,370.28,236.6,3.38,2.73,21,112
USM_009,45.4,94.7,6,2375,348.39,224.15,7.24,4.22,80,104
USM_003,39.8,100.0,3,2875,329.92,222.05,8.66,2.34,12,119
USM_019,41.1,86.6,5,2569,394.26,225.51,6.77,3.93,8,95
USM_008,45.1,94.4,4,3211,299.99,227.28,8.18,3.05,21,112
USM_005,41.9,99.8,5,2536,333.1,227.67,10.02,3.61,117,106
USM_004,42.8,96.3,4,2891,391.11,238.16,8.05,3.97,86,111
USM_006,43.8,100.0,4,2840,362.62,230.61,6.5,2.23,89,110
USM_002,40.3,94.4,4,2516,348.09,233.29,8.09,4.11,23,96
USM_020,40.9,100.0,4,2395,360.04,220.62,6.29,1.86,6,108
USM_011,42.5,98.7,8,2155,357.18,236.2,6.05,5.61,1,96
USM_004,44.8,100.0,5,2863,289.33,217.24,5.3,2.82,52,105
USM_015,39.1,100.0,5,3000,336.03,231.27,9.13,4.38,72,111
USM_006,30.0,100.0,5,2073,414.66,234.26,4.36,3.53,28,106
USM_017,45.0,98.8,4,2588,323.63,229.27,9.06,3.65,45,112
USM_006,45.5,99.3,5,2504,337.27,230.5,7.0,2.21,19,103
USM_019,41.6,99.2,6,2831,328.34,232.36,3.2,4.23,27,104
USM_002,42.8,100.0,5,2578,346.52,231.02,6.74,3.38,78,117
USM_015,38.2,87.5,5,3028,326.68,233.13,1.8,4.64,75,95
USM_011,43.8,98.0,5,2572,369.47,245.11,7.25,3.37,1,112
USM_008,45.4,97.0,4,2332,357.89,233.28,7.77,3.66,173,101
USM_019,41.4,100.0,5,2523,380.94,234.57,4.82,2.45,18,114
USM_013,51.5,100.0,6,2657,307.96,225.27,6.25,3.18,142,93
USM_012,36.2,98.4,3,2770,336.39,230.78,9.91,3.02,43,109
USM_005,41.9,97.7,4,2556,340.97,228.11,4.99,2.78,41,115
USM_006,36.3,92.7,6,2744,368.23,235.63,3.88,3.96,35,90
USM_004,45.8,88.8,6,2470,318.27,234.54,8.96,4.44,153,96
USM_019,36.2,91.8,4,2523,386.63,224.69,9.93,4.13,13,110
USM_020,36.2,100.0,4,2376,397.46,229.02,6.01,3.23,56,99
USM_001,39.5,100.0,5,2390,310.45,225.38,8.02,3.74,22,109
USM_020,43.2,97.5,5,3064,330.37,231.59,8.68,3.74,148,101
USM_017,38.7,100.0,5,2422,328.72,227.74,4.52,3.43,11,104
USM_012,38.9,99.4,4,2534,450.0,227.2,5.03,3.54,67,112
USM_015,41.4,100.0,7,2977,332.8,233.77,8.46,4.52,32,108
USM_001,41.4,94.6,5,2888,417.11,232.95,9.37,2.49,64,107
USM_014,47.7,100.0,4,3219,299.33,227.57,7.13,3.01,10,113
USM_006,43.8,100.0,5,2832,310.41,232.88,4.24,3.67,30,108
USM_005,41.2,100.0,3,2481,322.54,234.47,9.97,1.75,6,110
USM_011,49.6,99.7,9,3363,316.17,226.38,4.94,4.74,207,96
USM_004,43.3,100.0,5,2857,339.28,229.68,5.33,3.59,14,115
USM_013,37.8,100.0,4,2581,321.65,234.98,6.68,4.29,299,108
USM_011,43.3,93.4,6,2700,317.23,232.91,9.11,4.89,32,104
USM_003,44.1,99.7,4,2744,396.34,227.22,7.71,3.76,4,113
USM_001,39.0,97.0,3,2568,398.95,232.66,6.83,1.3,1,111
USM_006,37.5,100.0,6,2212,387.97,232.77,6.93,3.48,54,109
USM_018,41.9,99.4,4,3156,370.96,237.34,6.09,3.58,57,115
USM_010,40.3,99.8,5,2646,353.71,220.69,7.12,2.26,44,111
USM_005,46.2,100.0,3,2766,330.12,223.48,1.0,1.54,4,112
USM_010,44.3,99.4,7,3316,311.87,237.35,5.41,3.83,24,104
USM_012,39.1,100.0,5,2435,364.52,220.54,6.48,2.08,26,115
USM_002,42.6,97.0,6,2872,303.05,231.68,3.7,5.6,73,105
USM_013,46.8,100.0,7,2479,310.24,233.09,6.77,3.6,32,109
USM_008,35.8,100.0,5,2704,396.12,224.86,5.59,4.68,51,110
USM_002,38.3,94.9,6,2693,426.03,233.98,9.51,3.71,20,107
USM_020,42.2,97.0,6,2909,365.73,232.93,9.15,4.29,77,108
USM_001,41.4,100.0,5,3026,394.26,237.6,5.07,3.39,2,107
USM_005,41.2,100.0,7,2488,340.17,227.5,5.7,4.34,267,93
USM_009,40.2,92.5,2,3077,296.49,237.49,5.85,1.79,61,101
USM_017,40.0,100.0,5,3095,374.49,232.42,5.1,4.22,9,114
USM_009,43.1,96.0,5,2606,372.77,225.19,6.39,4.27,75,109
USM_011,45.7,100.0,5,2704,352.87,231.76,4.48,3.18,92,109
USM_015,39.0,94.6,5,2491,340.3,231.88,3.74,3.29,93,106
USM_006,51.6,94.1,5,2674,388.49,229.98,7.25,3.43,18,92
USM_003,49.7,100.0,7,2385,310.57,233.7,7.26,3.62,191,95
USM_017,46.4,96.9,5,2947,319.05,230.65,4.39,4.75,1,103
USM_005,44.4,97.3,4,2079,309.68,228.66,7.79,2.98,28,113
USM_012,49.2,95.6,3,2533,353.4,235.52,4.74,1.92,6,107
USM_018,40.5,97.3,7,2640,306.48,226.87,6.51,6.0,29,104
USM_014,38.6,100.0,6,3025,322.63,228.78,7.64,4.0,3,108
USM_011,39.4,100.0,4,2480,321.77,231.82,5.93,2.94,62,111
USM_009,37.7,90.8,6,2755,339.58,230.06,6.91,5.13,3,98
USM_002,41.7,100.0,5,2642,290.51,224.01,4.97,4.27,57,100
USM_012,42.6,97.5,4,2959,353.49,237.87,5.61,3.99,16,114
USM_003,42.2,93.4,5,2784,399.89,231.68,5.59,3.3,11,108
USM_003,41.1,100.0,4,2909,355.42,231.04,4.51,4.0,25,113
USM_001,41.9,100.0,6,2504,411.65,230.35,5.65,4.42,61,111
USM_008,47.7,100.0,4,2422,403.36,233.05,2.9,1.61,51,116
USM_008,43.7,97.2,7,2797,381.11,232.44,5.02,3.75,68,101
USM_011,45.0,100.0,5,2554,352.99,230.81,5.43,3.63,150,111
USM_009,42.1,99.8,5,2680,350.9,234.65,5.49,3.61,13,103
USM_005,34.9,92.3,5,2694,380.55,239.19,5.52,3.9,32,112
USM_014,34.2,99.4,4,2964,334.33,235.39,5.88,4.56,18,111
USM_003,50.1,100.0,6,2986,274.7,229.24,6.96,3.12,52,90
USM_005,39.8,98.5,4,2443,369.68,225.01,7.75,3.43,19,108
USM_005,38.7,99.5,4,2293,304.76,238.61,4.7,3.68,48,118
USM_019,41.9,96.9,4,3181,311.51,226.56,3.59,3.37,103,113
USM_014,43.2,91.0,3,2207,350.01,225.15,3.92,2.55,48,115
USM_004,44.0,97.1,7,2553,346.2,221.16,5.03,3.74,109,103
USM_013,48.4,88.9,5,2927,293.52,231.85,5.3,4.3,56,99
USM_010,47.1,96.8,6,3212,356.62,230.77,4.46,3.18,122,104
USM_018,37.6,100.0,4,2569,388.65,223.78,3.41,3.2,159,113
USM_008,45.1,87.7,5,2709,304.87,231.84,5.09,0.98,42,94
USM_008,40.1,99.7,5,2388,400.9,228.63,6.36,4.56,93,94
USM_007,41.2,100.0,7,2700,287.59,243.16,7.19,4.23,37,105
USM_008,36.8,87.5,4,2273,434.69,230.8,4.89,2.83,73,91
USM_014,34.5,100.0,5,2370,333.55,227.99,5.17,2.66,2,112
USM_019,40.9,100.0,6,2888,355.82,230.31,4.15,4.78,204,105
USM_006,37.7,100.0,4,2496,274.32,237.09,5.94,2.18,134,107
USM_001,44.8,98.3,5,2973,347.51,227.71,4.3,3.93,134,104
USM_015,40.7,94.4,4,2610,359.14,224.58,7.15,3.21,19,107
USM_001,41.8,100.0,6,2257,346.55,230.65,2.43,3.74,19,111
USM_017,46.8,94.5,6,3068,327.48,221.12,5.28,3.75,30,99
USM_001,35.7,100.0,4,2212,312.14,231.37,6.6,3.05,127,108
USM_015,38.7,100.0,5,2456,395.22,239.7,6.37,3.72,117,106
USM_002,43.6,90.5,9,2625,351.23,231.78,11.39,3.47,20,102
USM_014,42.9,98.0,5,2980,411.63,233.56,6.7,1.68,46,108
USM_008,45.4,96.9,7,2546,328.94,236.91,3.99,2.62,38,89
USM_008,44.9,99.3,3,2421,332.61,238.37,5.81,2.33,63,111
USM_019,41.0,95.3,4,2708,382.62,240.21,2.45,2.04,14,100
USM_007,42.7,91.0,5,2612,285.08,229.85,5.84,4.3,5,99
USM_019,42.4,100.0,4,2533,301.46,234.22,4.33,3.16,1,106
USM_006,36.1,93.7,6,2675,393.9,224.49,7.83,4.11,28,112
USM_006,40.6,91.4,6,2294,303.12,235.75,4.9,4.43,175,102
USM_003,42.4,96.6,5,2157,277.24,220.49,5.77,4.32,69,112
USM_007,43.0,100.0,4,3321,424.74,225.28,4.73,3.74,82,121
USM_019,38.7,100.0,5,2667,294.25,214.37,9.48,2.35,174,111
USM_008,36.3,87.3,5,2664,357.36,235.11,5.36,4.76,32,112
USM_010,41.5,100.0,5,2430,352.76,227.23,9.67,3.56,38,102
USM_020,49.8,91.5,8,3017,250.0,232.85,7.63,6.09,26,95
USM_015,38.5,97.1,4,2474,339.31,229.56,6.96,3.53,12,110
USM_015,46.4,88.9,5,1877,367.94,238.97,6.74,4.46,87,103
USM_001,48.0,100.0,4,2560,364.17,223.34,6.79,3.24,142,106
USM_020,40.7,100.0,5,2572,386.14,233.31,2.14,3.38,100,113
USM_007,38.6,99.1,5,2585,334.5,243.48,5.44,3.38,2,111
USM_004,44.0,100.0,4,2630,378.5,235.84,7.69,2.9,21,110
USM_006,42.3,85.7,7,2479,322.43,236.5,5.9,4.46,53,95
USM_001,37.4,95.9,5,2401,293.58,228.95,3.19,4.23,23,115
USM_005,38.8,95.2,3,2548,298.09,224.33,5.9,3.23,9,106
USM_001,44.2,95.2,6,2198,291.52,234.07,9.41,4.49,46,111
USM_004,45.9,100.0,5,2121,390.38,223.14,8.49,4.05,44,104
USM_002,40.2,99.7,4,2681,289.42,228.64,5.88,2.47,74,115
USM_010,41.7,98.5,4,2701,360.96,224.1,7.9,2.47,365,110
USM_005,44.0,89.4,6,2953,339.36,223.01,5.27,4.49,62,102
USM_010,40.0,100.0,4,2572,345.89,234.93,2.59,2.75,22,113
USM_001,39.8,100.0,3,2290,404.54,230.33,4.15,2.29,187,116
USM_006,39.3,100.0,7,2060,332.46,231.97,9.13,5.05,50,109
USM_013,38.3,100.0,3,2365,374.46,229.9,5.45,2.37,62,114
USM_015,52.1,100.0,4,2897,351.5,218.94,5.51,1.81,26,107
USM_004,40.6,100.0,4,3088,343.92,226.92,5.4,2.55,36,114
USM_013,47.9,100.0,5,2745,442.0,223.7,9.81,3.56,32,114
USM_020,49.0,93.6,5,2376,292.35,226.79,9.25,3.84,165,97
USM_015,41.9,99.1,5,2404,401.57,231.45,10.44,5.28,99,103
USM_008,42.9,94.9,4,2424,376.26,227.27,5.68,2.91,5,109
USM_005,42.1,100.0,8,2548,330.82,228.26,6.59,3.57,22,96
USM_015,34.3,99.6,5,2929,415.17,222.94,2.97,4.49,3,115
USM_004,36.0,91.0,3,2969,276.08,229.26,8.95,3.27,43,105
USM_012,41.1,91.3,5,2609,329.13,225.6,3.66,4.62,19,107
USM_013,39.9,94.3,3,2704,301.66,233.2,6.43,1.88,4,111
USM_002,48.5,98.0,7,2495,366.48,223.99,3.81,5.22,88,98
USM_019,40.3,96.5,8,2139,305.48,227.55,4.82,4.56,5,102
USM_019,48.9,97.2,6,3275,367.32,229.68,4.33,2.84,19,92
USM_004,39.3,99.9,5,1946,342.54,235.51,4.78,4.17,88,107
USM_004,48.9,100.0,6,2188,330.83,237.39,4.92,4.65,42,106
USM_011,43.3,93.4,3,3221,365.55,223.71,4.9,2.48,101,102
USM_005,44.2,100.0,5,2696,339.26,228.0,7.67,2.73,32,110
USM_020,38.9,91.6,6,2301,306.45,230.4,3.79,5.24,101,104
USM_011,43.9,100.0,5,2893,450.0,226.45,6.44,3.4,46,105
USM_010,48.9,100.0,6,2970,330.51,214.24,8.44,3.77,5,108
USM_008,40.7,100.0,5,2256,261.3,238.51,4.97,3.4,38,114
USM_006,39.8,100.0,4,2487,316.32,231.17,4.56,4.22,48,118
USM_006,40.4,100.0,4,2916,299.31,227.52,5.54,3.85,56,111
USM_008,48.6,100.0,5,2490,383.05,225.38,8.36,3.44,157,102
USM_015,45.0,100.0,2,2784,362.87,229.23,6.39,1.23,12,121
USM_014,47.0,100.0,5,3147,365.95,229.43,4.94,3.97,55,107
USM_011,43.0,99.4,5,1962,335.2,234.66,6.97,4.1,83,114
USM_012,41.1,95.2,4,2558,338.83,222.59,3.8,2.41,132,105
USM_013,43.5,100.0,5,2763,335.16,240.16,7.36,2.16,44,107
USM_008,46.0,97.4,6,2172,346.75,224.05,6.82,4.02,14,100
USM_018,40.4,99.0,4,2494,383.41,233.02,5.38,3.59,102,118
USM_001,46.6,96.3,3,3028,363.44,229.41,4.32,1.6,141,112
USM_015,42.5,98.8,5,2463,370.0,226.39,4.23,2.59,6,101
USM_008,32.1,100.0,5,2126,369.98,232.33,7.07,3.65,15,108
USM_011,45.6,100.0,9,3045,385.38,231.21,8.46,4.01,123,102
USM_012,36.1,98.0,3,2744,361.53,236.64,4.73,2.88,39,119
USM_012,45.2,92.7,4,2681,364.35,230.19,6.92,3.67,11,104
USM_004,44.1,100.0,4,2661,397.55,226.49,1.83,2.45,62,117
USM_016,42.5,100.0,6,2983,323.4,229.84,4.83,4.66,36,116
USM_004,43.7,100.0,6,2774,315.77,238.01,5.94,3.51,206,101
USM_005,45.4,100.0,4,2898,302.56,236.31,4.18,2.67,15,111
USM_005,39.0,100.0,3,2432,357.32,238.62,4.13,2.18,26,110
USM_008,44.3,100.0,3,2118,275.85,233.14,4.66,2.07,10,121
USM_010,46.3,100.0,8,2899,368.49,231.42,6.58,5.14,3,104
USM_017,48.4,97.8,4,3064,345.63,236.96,5.63,3.3,19,102
USM_009,36.0,100.0,3,2542,395.39,227.43,1.52,2.93,102,109
USM_019,42.1,100.0,4,2937,323.12,220.39,1.76,3.12,18,108
USM_014,37.4,100.0,3,2522,341.87,234.81,4.79,2.7,71,109
USM_008,37.7,100.0,3,2599,394.89,225.21,6.92,3.23,44,111
USM_009,41.7,100.0,4,3192,405.33,223.97,1.0,3.37,44,108
USM_011,41.6,100.0,5,2578,322.79,226.72,5.0,3.35,91,112
USM_001,45.8,100.0,4,2602,357.27,245.89,4.95,2.07,57,106
USM_014,40.8,99.7,5,2097,361.78,227.32,8.78,4.25,10,112
USM_005,40.8,100.0,4,2864,364.95,232.36,5.23,2.78,14,108
USM_014,42.5,100.0,3,2462,339.5,228.06,6.77,2.67,47,108
USM_004,38.1,97.1,5,2675,401.26,221.04,6.28,2.82,111,106
USM_001,37.5,100.0,4,2530,274.41,223.43,1.74,2.28,9,108
USM_019,46.3,100.0,5,2579,333.15,235.95,7.54,3.6,6,102
USM_008,39.4,92.5,5,2608,367.92,232.09,6.43,4.73,43,100
USM_015,46.5,100.0,5,2702,368.29,235.65,7.02,2.61,12,115
USM_015,45.9,91.2,3,3061,404.11,233.01,13.85,2.08,309,103
USM_009,34.3,100.0,2,3048,397.93,228.7,1.83,2.31,1,117
USM_009,44.5,100.0,4,2890,338.58,234.07,9.45,2.89,35,108
USM_010,43.4,100.0,3,3065,401.99,223.95,5.43,2.1,10,117
USM_020,43.3,98.7,6,2939,321.44,236.07,6.57,2.82,68,100
USM_009,40.9,92.7,6,2807,387.24,235.09,5.91,3.27,59,107
USM_003,37.5,95.0,4,3061,422.42,221.19,5.15,3.65,98,112
USM_020,46.6,98.7,5,2323,398.6,226.84,4.86,1.97,49,105
USM_011,41.3,92.7,7,2457,354.23,221.63,6.66,4.4,12,108
USM_006,37.2,100.0,7,2375,336.73,238.03,2.97,4.99,3,110
USM_002,43.7,97.8,6,2596,288.86,228.66,7.5,4.91,76,117
USM_007,38.3,97.4,7,2838,362.42,220.23,5.17,2.92,34,107
USM_018,37.1,97.4,5,2286,305.39,230.22,3.74,4.18,15,101
USM_002,39.8,100.0,6,2798,318.27,231.28,5.1,3.88,17,104
USM_017,39.5,100.0,5,2468,302.37,220.98,8.51,3.29,9,114
USM_011,37.6,99.8,4,2521,331.58,236.63,4.93,3.52,20,104
USM_012,44.9,93.4,8,2759,348.88,231.64,6.72,4.46,94,98
USM_019,40.7,89.4,7,3161,360.94,228.69,4.54,4.92,58,82
USM_007,46.9,100.0,4,2505,325.98,228.66,7.52,2.52,262,113
USM_020,38.4,100.0,5,2610,392.77,222.89,7.37,4.08,44,109
USM_006,35.5,94.9,6,2281,341.67,221.3,9.7,5.34,44,101
USM_001,42.0,85.9,8,2453,318.49,239.65,5.65,5.15,12,92
USM_017,49.3,93.5,8,2416,359.05,229.42,7.34,5.31,52,88
USM_011,43.7,100.0,3,2760,428.54,232.83,6.2,0.75,56,108
USM_018,55.0,84.7,8,2927,363.41,218.72,8.59,4.95,13,76
USM_017,42.5,95.5,8,2880,335.49,224.24,4.56,3.89,5,98
USM_007,42.8,100.0,6,2452,288.9,233.44,7.49,4.36,27,102
USM_017,32.8,89.3,3,2730,341.22,234.14,5.61,2.92,11,114
USM_020,43.2,100.0,5,2715,359.4,241.09,5.87,2.83,41,108
USM_009,42.2,100.0,6,2654,334.5,237.1,6.18,4.23,44,105
USM_017,40.0,95.3,3,2277,283.38,225.81,6.5,2.58,56,110
USM_020,40.9,99.1,6,2704,315.98,235.92,5.77,3.64,55,106
USM_008,41.3,98.8,4,2718,408.18,229.53,6.43,3.4,67,109
USM_017,41.6,98.8,6,2696,407.36,239.06,9.16,3.22,15,98
USM_007,50.4,93.4,7,2873,314.53,236.56,7.97,4.35,78,99
USM_001,40.5,100.0,4,2862,376.91,227.83,7.74,2.22,44,107
USM_013,41.9,97.5,3,2340,302.86,233.11,5.09,2.72,34,119
USM_019,39.4,100.0,3,2579,406.17,234.28,4.22,3.19,62,107
USM_019,45.1,100.0,7,2855,359.81,232.46,7.91,2.13,41,110
USM_017,42.6,100.0,5,2595,387.99,238.28,7.75,4.56,44,112
USM_013,41.1,100.0,5,2948,281.4,221.11,8.95,2.53,1,110
USM_016,33.5,100.0,5,2611,377.11,232.52,4.79,4.12,97,101
USM_008,42.4,92.5,6,2087,349.69,228.69,5.54,2.96,33,102
USM_019,39.4,94.8,6,2896,384.08,238.73,2.72,4.38,43,110
USM_018,41.1,99.9,2,2625,386.59,237.67,5.22,1.73,29,109
USM_001,37.3,100.0,5,2091,352.63,230.34,7.99,4.74,48,108
USM_014,47.0,94.9,6,2644,325.97,237.3,5.07,4.81,3,96
USM_019,45.2,92.4,5,2321,381.19,235.54,7.28,3.29,29,106
USM_015,47.1,93.8,7,2947,347.59,228.84,5.62,2.92,66,106
USM_018,46.2,100.0,7,2701,315.09,242.85,6.65,3.79,167,104
USM_002,43.3,100.0,3,2405,313.19,229.35,3.7,1.81,113,110
USM_017,37.0,90.7,4,2862,290.91,228.62,6.17,3.99,197,113
USM_018,47.6,100.0,6,2863,329.59,233.68,1.0,2.53,91,105
USM_006,37.7,96.6,5,2556,394.11,226.5,5.63,3.31,60,107
USM_019,39.6,100.0,3,2272,357.11,229.44,2.74,2.69,33,112
USM_004,44.9,100.0,6,2446,328.81,236.43,8.41,2.53,7,102
USM_001,44.9,96.0,6,2441,382.19,230.11,7.55,5.3,17,108
USM_008,44.0,99.1,5,2914,316.7,222.31,6.93,4.17,18,112
USM_007,40.7,96.3,3,2152,353.81,231.48,9.04,2.1,33,109
USM_003,38.6,100.0,4,2621,342.81,224.46,4.1,2.46,56,115
USM_010,52.5,100.0,10,2700,381.17,231.53,9.49,4.19,57,78
USM_010,41.8,96.5,6,2978,286.91,238.68,7.86,4.53,36,103
USM_019,40.7,95.5,4,2727,315.99,235.1,5.53,2.25,19,105
USM_014,39.2,97.8,6,2802,284.47,233.5,8.27,4.18,3,105
USM_002,41.9,94.2,4,2511,339.62,236.49,3.79,3.98,269,101
USM_001,41.9,100.0,3,2299,398.46,227.38,4.35,1.39,168,105
USM_018,41.1,100.0,3,2563,329.78,235.06,4.78,2.93,12,112
USM_007,42.8,89.8,5,2910,329.57,238.96,4.94,3.88,55,101
USM_008,48.0,92.5,5,2962,384.87,227.03,3.89,3.88,21,105
USM_001,39.7,95.8,5,2518,392.74,239.12,8.45,2.29,12,108
USM_003,41.5,99.7,5,2407,346.46,226.63,5.48,2.59,69,113
USM_008,39.1,93.8,3,2323,377.39,226.23,6.71,3.13,92,98
USM_015,42.4,96.8,5,2632,306.92,233.59,4.86,3.01,31,112
USM_005,38.3,100.0,4,2674,405.12,233.54,2.36,2.81,3,116
USM_003,39.5,94.0,6,3087,435.95,234.53,6.54,3.6,30,105
USM_019,34.7,100.0,4,2634,370.85,227.33,2.18,3.64,45,98
USM_001,41.9,95.1,6,2852,266.63,234.1,5.86,5.43,134,104
USM_015,42.5,100.0,7,2441,327.67,229.74,3.26,4.2,64,103
USM_008,49.9,90.9,8,2761,374.51,219.04,9.97,5.25,74,87
USM_002,43.8,100.0,5,2730,333.14,227.17,7.82,2.85,13,106
USM_003,39.8,100.0,5,2605,400.89,227.45,6.21,2.33,76,111
USM_014,36.7,100.0,5,2610,373.53,230.84,8.53,4.13,41,104
USM_014,36.2,100.0,5,2649,321.74,236.26,4.31,3.32,103,110
USM_011,36.6,99.0,5,2760,351.29,224.74,7.09,4.13,14,115
USM_016,49.1,92.3,5,3091,314.25,230.1,6.4,2.96,43,95
USM_004,42.8,98.6,6,1998,342.7,225.0,6.53,4.08,14,104
USM_020,39.8,100.0,5,2982,327.82,234.89,8.54,3.16,20,103
USM_005,38.0,100.0,3,2117,396.99,224.74,7.46,2.87,107,118
USM_014,38.2,85.1,4,2724,434.64,224.46,6.58,3.96,69,95
USM_016,38.2,98.2,4,3339,292.75,234.6,2.69,3.94,78,107
USM_018,46.3,94.2,5,2700,273.07,225.47,4.08,4.5,4,107
USM_007,41.3,100.0,5,2717,340.19,226.66,5.75,2.97,78,112
USM_010,35.8,100.0,4,2514,289.26,218.63,6.19,3.68,40,103
USM_007,50.2,100.0,6,2951,351.85,236.34,3.74,3.67,36,102
USM_001,38.1,98.3,5,2740,379.96,235.39,10.82,4.19,31,107
USM_019,39.9,100.0,5,2446,409.77,228.3,9.03,4.32,114,109
USM_016,47.0,89.3,6,2686,358.06,223.67,7.2,5.86,11,103
USM_019,43.2,100.0,6,2346,342.27,234.37,6.14,2.87,100,112
USM_004,39.5,100.0,5,2609,270.86,223.45,5.58,4.79,158,116
USM_018,36.1,94.9,5,2485,351.05,227.0,4.1,3.79,11,101
USM_002,37.7,94.2,3,2667,352.85,243.81,6.15,2.62,365,116
USM_001,38.0,98.8,4,2417,375.56,227.79,6.52,2.77,279,107
USM_015,40.9,100.0,6,2594,321.66,233.71,3.52,3.8,58,104
USM_005,42.4,100.0,5,2676,332.6,231.98,6.67,4.06,18,109
